,labels,A680_N0,A680_N1,A680_N2,A680_C0,A680_C1,A680_C2,sites,y,x,A594_N0,A594_N1,A594_N2,A594_C0,A594_C1,A594_C2,A532_N0,A532_N1,A532_N2,A532_C0,A532_C1,A532_C2,A488_N0,A488_N1,A488_N2,A488_C0,A488_C1,A488_C2,A430_N0,A430_N1,A430_N2,A430_C0,A430_C1,A430_C2,A405_N0,A405_N1,A405_N2,A405_C0,A405_C1,A405_C2
14192,54,31.950876236,0.0,215.781494141,47.755241394,0.0,80.1624526978,E9-Site_2,173.52,282.32,171.117004395,791.334228516,432.649017334,30.116979599,1052.58007812,244.164108276,7964.87939453,282.520202637,14.237039566,156.31918335,42.0683135986,13.9310865402,0.0,0.0,0.0,0.0,0.0,0.0,0.0,933.491760254,107.150909424,0.0,39.7453231812,54.3212509155,0.0,3341.39526367,310.160644531,0.0,491.583221436,99.8350296021
14193,55,28.6263103485,0.0,245.666778564,51.9518051147,0.0,97.0501098633,E9-Site_2,169.8125,296.25,178.141220093,968.24230957,415.724395752,212.95111084,770.82409668,586.471191406,9593.9140625,522.042785645,11.9576807022,161.036010742,48.7572822571,25.781627655,0.0,0.0,0.410741120577,25.4194278717,109.821746826,0.0,0.0,886.011413574,131.548553467,0.0,35.7165031433,30.2926673889,0.0,3193.14306641,333.432983398,0.0,426.590118408,53.3570632935
14194,56,45.4119682312,0.0,237.695388794,58.9668083191,0.0,106.852157593,E9-Site_2,173.814814815,169.925925926,381.3777771,1150.11645508,807.466186523,254.300598145,1035.03063965,604.444335938,14563.3154297,1089.64245605,41.7014465332,281.807434082,72.8615722656,32.0389175415,0.0,0.0,0.0,79.2657623291,74.2727661133,0.0,0.0,739.401550293,57.8329582214,0.0,33.7230377197,50.9629554749,0.0,2888.07714844,172.572753906,0.0,657.590942383,88.7112350464
14197,59,12.2576828003,0.0,290.685119629,79.9906005859,0.0,121.596549988,E9-Site_2,178.470588235,150.176470588,483.440582275,1297.06359863,781.347717285,481.642059326,1289.19177246,1001.18823242,31885.5234375,2129.05126953,23.6851024628,608.324768066,135.821105957,56.8953933716,0.0,0.0,0.0,2.07997441292,186.064102173,0.0,0.0,774.242919922,119.512153625,0.0,45.3458213806,82.9443283081,0.0,3244.37719727,294.623474121,0.0,984.016906738,131.504455566
14200,62,0.0,0.0,230.57774353,32.5009231567,0.0,93.6770706177,E9-Site_2,191.8,30.7,639.558837891,1185.8449707,988.483703613,1138.80993652,1260.83728027,2168.61035156,30742.7695312,2282.50341797,26.899055481,805.406311035,107.795661926,62.9023971558,0.0,0.0,0.0,0.0,529.510864258,0.0,0.0,611.475280762,202.259277344,0.0,41.0826759338,51.7759170532,0.0,2977.85424805,402.929321289,0.0,671.719116211,131.567565918
14201,63,92.4757537842,0.0,350.665466309,107.210205078,0.0,250.681396484,E9-Site_2,192.785714286,176.357142857,269.376647949,1747.40795898,1004.04882812,301.571655273,1930.32397461,843.791259766,5217.34667969,351.158569336,55.5249252319,2211.38745117,232.6171875,40.5398483276,0.0,0.0,0.0,0.0,7.66468381882,0.0,0.0,484.625457764,131.963821411,0.0,263.132751465,73.748550415,0.0,3424.49511719,282.223144531,0.0,1856.77075195,173.95526123
14202,64,122.445137024,0.0,339.604217529,62.4802970886,0.0,137.918075562,E9-Site_2,193.0,46.0,103.378578186,1301.39916992,503.589538574,54.1681442261,1899.34960938,252.087005615,4035.55615234,216.431274414,30.1090621948,182.608184814,43.6714324951,14.189209938,0.0,0.0,6.43175172806,25.4075031281,0.0,3.62843775749,0.0,550.179504395,113.107383728,0.0,57.5967636108,42.2891540527,0.0,3654.24365234,354.546295166,0.0,580.667907715,163.07723999
14203,65,58.9084854126,0.0,276.668945312,87.3772201538,0.0,139.874969482,E9-Site_2,208.407407407,268.111111111,390.875823975,1074.32006836,844.755493164,432.863037109,1170.33227539,959.380371094,14854.7880859,947.923217773,36.2723197937,171.844772339,78.388961792,36.8520202637,0.0,0.0,0.0,78.0916137695,226.663757324,0.0,0.0,470.514831543,101.093238831,0.0,42.8917503357,42.053894043,0.0,2995.77783203,283.41394043,0.0,980.15032959,104.356559753
14204,66,30.3185997009,0.0,236.784469604,63.9702758789,0.0,114.595558167,E9-Site_2,208.705882353,278.647058824,308.5362854,1256.41235352,605.261230469,322.52154541,933.015563965,699.893859863,15915.8779297,1102.84460449,24.1215629578,192.95425415,54.4589500427,33.1286697388,0.0,0.0,0.0,23.2490749359,155.557769775,0.0,0.0,675.323669434,58.8181724548,0.0,31.5768661499,46.4467201233,0.0,2564.203125,250.027389526,0.0,711.149719238,92.2136917114
14205,67,83.2106246948,0.0,215.832824707,54.2417755127,0.0,104.069343567,E9-Site_2,213.285714286,176.0,52.2183456421,932.914489746,368.387634277,48.2741546631,932.130004883,194.585006714,791.757141113,73.1821212769,46.9711265564,89.7391052246,46.5215301514,16.0276699066,0.0,0.0,0.0,62.2642555237,0.0,0.0,0.0,320.421661377,89.5057067871,0.0,37.0298576355,31.978925705,0.0,3057.00756836,320.069335938,0.0,711.901428223,59.1953392029
14206,68,102.766464233,0.0,245.703460693,66.5436248779,0.0,98.1148605347,E9-Site_2,214.277777778,70.6111111111,171.855438232,1239.82104492,573.680908203,155.287628174,1228.39404297,280.9737854,2935.54174805,164.304595947,37.2978363037,139.788574219,63.6248016357,18.1040554047,0.0,0.0,0.0,32.8651542664,26.0582675934,0.0,0.0,487.115753174,100.003555298,0.0,47.8502693176,37.1795539856,0.0,2807.20361328,315.777404785,0.0,841.681762695,91.7647171021
14207,69,100.488815308,0.0,296.37902832,104.465698242,0.0,103.371482849,E9-Site_2,219.230769231,150.769230769,51.0018157959,1581.06445312,918.34979248,44.089553833,1862.61303711,309.730316162,201.38432312,82.1910476685,45.1432762146,105.204498291,88.7783660889,18.688457489,129.178970337,0.0,0.0,87.5274963379,0.0,0.0,0.0,232.971176147,57.5729598999,0.0,79.6541366577,31.1814994812,0.0,4632.06445312,302.486175537,0.0,1893.69384766,0.0
14208,70,87.337059021,0.0,261.750488281,75.2067871094,0.0,108.243133545,E9-Site_2,232.722222222,68.7222222222,143.835571289,1234.63903809,658.927368164,134.063735962,975.936889648,328.396179199,3078.70361328,174.115936279,42.1144561768,123.097221375,51.2442245483,16.8153343201,0.0,0.0,0.0,53.2013664246,15.3369293213,0.0,0.0,456.277679443,103.22328186,0.0,40.1454391479,47.5245742798,0.0,2684.66479492,240.681274414,0.0,632.265075684,74.9289016724
14212,74,82.4398498535,0.0,228.307617188,84.7632751465,0.0,149.505279541,E9-Site_2,239.272727273,357.363636364,232.208877563,1161.77685547,644.839599609,186.175964355,1225.06542969,567.990966797,6595.26757812,281.145935059,26.0943927765,107.684936523,40.1448707581,41.6103820801,0.0,0.0,21.4674263,87.8103790283,71.4457550049,26.5372810364,0.0,800.128723145,172.22203064,0.0,44.2863616943,68.5029678345,0.0,2817.10742188,303.389923096,0.0,618.071960449,211.638259888
14213,75,73.4414825439,0.0,302.831573486,95.0942230225,0.0,154.877944946,E9-Site_2,241.923076923,82.2307692308,228.222610474,1153.66540527,611.280822754,233.291488647,1605.8001709,737.746276855,9318.49121094,725.772827148,44.7052383423,277.753326416,98.9616317749,47.6615753174,0.0,0.0,0.0,101.569885254,69.1598892212,0.0,0.0,604.911193848,154.061309814,0.0,37.951877594,55.142364502,0.0,3266.21020508,409.770935059,0.0,846.15411377,186.392700195
14214,76,53.6422424316,0.0,349.995544434,33.7671928406,0.0,96.821472168,E9-Site_2,244.5,367.5,121.565460205,926.121337891,1040.34301758,120.029579163,923.108154297,419.629272461,220.074249268,31.5859947205,84.2697067261,173.659469604,50.8383178711,16.42420578,0.271987706423,0.0,122.897186279,0.0,0.0,0.0,7.61824560165,47.4473762512,524.134155273,0.0,63.7641067505,0.0,0.0,273.55657959,964.326293945,0.0,458.557403564,5.1537899971
14215,77,88.4713363647,0.0,278.805725098,101.815689087,0.0,152.092346191,E9-Site_2,245.594594595,42.4594594595,561.489074707,1464.99206543,1459.48339844,182.580078125,1361.18737793,538.929077148,17502.6601562,1553.14294434,92.5456771851,381.395324707,112.732070923,27.548866272,0.0,0.0,0.0,8.66252994537,24.9193725586,0.0,0.0,669.538330078,108.073265076,0.0,86.7230377197,53.0123901367,0.0,2656.08251953,248.252731323,0.0,1027.17626953,124.657394409
14216,78,64.2351226807,0.0,161.202789307,38.8000450134,0.0,76.3860092163,E9-Site_2,245.333333333,386.333333333,173.207489014,875.627197266,531.025634766,135.703475952,897.393798828,354.924926758,8136.99804688,395.632232666,26.5026664734,125.128051758,59.4433631897,26.948638916,0.0,0.0,0.0,86.3505630493,0.0,0.0,0.0,281.108856201,82.6161193848,0.0,32.1632499695,61.3447532654,0.0,1619.50854492,186.163238525,0.0,469.893249512,55.0208587646
14217,79,35.6756477356,0.0,194.842300415,69.0189819336,0.0,91.245552063,E9-Site_2,251.722222222,130.611111111,269.061462402,767.828613281,448.152038574,201.498626709,1116.42773438,493.802246094,11548.0507812,609.420715332,25.7430610657,153.032485962,66.3979187012,21.2459259033,0.0,0.0,0.0,69.7832946777,82.1607208252,0.0,0.0,751.511169434,55.2292404175,0.0,23.1679515839,27.7132148743,0.0,2903.14355469,195.223846436,0.0,639.441650391,71.8941116333
14219,81,43.6489562988,0.0,262.290679932,60.6198501587,0.0,93.5877990723,E9-Site_2,253.545454545,95.3636363636,232.879882812,986.76763916,587.645385742,186.288299561,944.598144531,432.103363037,10939.4667969,769.68951416,25.8025302887,194.948883057,62.2567062378,17.0578918457,0.0,0.0,0.0,51.3965759277,3.54488253593,0.0,0.0,507.681518555,22.5732078552,0.0,42.6052894592,29.0678062439,0.0,2899.40991211,156.283935547,0.0,645.768554688,99.1553955078
14222,84,50.9785728455,0.0,203.293441772,55.6334457397,0.0,83.8702774048,E9-Site_2,253.771428571,168.6,90.9409408569,850.283508301,337.337127686,77.2981719971,755.871276855,233.029998779,3627.42504883,196.569625854,20.6806545258,96.3249893188,42.7217025757,21.8934211731,0.0,0.0,0.0,63.4638214111,0.164697408676,0.0,0.0,700.3515625,76.8968429565,0.0,33.1568756104,28.8285903931,0.0,3378.86425781,316.479705811,0.0,592.863769531,57.3378410339
14223,85,105.563766479,0.0,255.730316162,73.3161621094,0.0,119.07649231,E9-Site_2,258.277777778,152.277777778,38.5771331787,1158.13720703,553.480773926,94.0741424561,1015.94177246,342.247558594,155.701904297,87.6164093018,33.2034835815,100.212768555,56.4845581055,31.6087646484,124.795578003,0.0,0.0,50.7119483948,3.69769501686,0.0,0.0,142.68460083,83.5327148438,0.0,24.9649963379,55.3257980347,0.0,2725.85546875,263.65512085,0.0,523.999267578,62.6942062378
14224,86,60.6437911987,0.0,239.116104126,55.2789306641,0.0,89.0208511353,E9-Site_2,260.871794872,335.076923077,65.3415298462,1053.89038086,382.796447754,64.172088623,979.21673584,183.664672852,2142.15844727,100.881072998,18.518491745,80.6459197998,41.7791862488,12.3506727219,0.0,0.0,5.47557735443,58.5731506348,0.0,0.0,0.0,705.78515625,102.764480591,0.0,33.7210197449,41.3616676331,0.0,3524.73071289,376.516052246,0.0,468.857177734,44.3144607544
14225,87,19.3233165741,0.0,214.160888672,55.3998947144,0.0,75.8901367188,E9-Site_2,262.444444444,143.444444444,303.388763428,787.541381836,468.599304199,291.106750488,942.832519531,519.679504395,13657.5195312,612.33807373,12.0706787109,415.188842773,86.3508071899,10.8397121429,0.0,0.0,3.5597243309,0.0,167.532485962,0.0,0.0,871.869995117,72.096244812,0.0,125.925994873,7.57235622406,0.0,3036.22387695,259.392730713,0.0,603.489746094,50.6697692871
14226,88,86.3715896606,0.0,306.118804932,90.0334014893,0.0,113.210021973,E9-Site_2,265.696969697,362.848484848,206.130218506,1247.25830078,585.334838867,130.109695435,981.579711914,283.077148438,7261.78369141,388.231872559,19.6800136566,125.257514954,47.2405090332,18.3637275696,0.0,0.0,6.03290843964,262.535400391,0.0,0.0,0.0,661.55645752,106.846168518,0.0,41.9210891724,41.7789993286,0.0,2674.55737305,153.383926392,0.0,634.208068848,63.7545585632
14227,89,85.4370117188,0.0,257.192443848,60.8097572327,0.0,92.955947876,E9-Site_2,267.5,118.5,195.23840332,1191.92797852,610.307189941,124.768218994,1098.84106445,297.870605469,5702.31054688,343.896911621,50.9263381958,130.773498535,51.215171814,16.6083030701,0.0,0.0,1.28010976315,7.17051458359,19.5514469147,0.0,0.0,551.242004395,96.3935012817,0.0,43.6364746094,34.7491798401,0.0,3340.32666016,284.416625977,0.0,731.224121094,40.5302352905
14228,90,75.0835266113,0.0,402.392700195,103.871109009,0.0,115.987770081,E9-Site_2,269.5,171.5,668.197814941,1646.16210938,1078.1875,270.002868652,1306.70996094,599.751953125,25178.0429688,864.062011719,42.0556640625,238.083129883,72.4923171997,27.9065761566,0.0,0.0,0.0,58.0962677002,110.145355225,0.0,0.0,950.867431641,154.183059692,0.0,31.6827659607,53.8771591187,0.0,5041.43896484,627.109436035,0.0,790.570983887,65.7420120239
14229,91,75.8509368896,0.0,247.14163208,75.992477417,0.0,129.11227417,E9-Site_2,272.92,89.92,150.797424316,950.694580078,516.323913574,183.20552063,1358.30285645,507.501617432,5209.12646484,194.423171997,23.2679519653,169.611801147,81.4597854614,21.4558181763,0.0,0.0,0.0,64.7220306396,58.5828323364,0.0,0.0,513.941955566,104.233734131,0.0,48.1179237366,47.6488037109,0.0,2690.72875977,264.440124512,0.0,716.63092041,85.3976898193
14230,92,51.7854537964,0.0,227.26574707,77.8307189941,0.0,119.94720459,E9-Site_2,274.073170732,70.487804878,155.003723145,868.90612793,449.029785156,191.74446106,892.241943359,435.555114746,5857.43505859,241.16293335,19.8008041382,180.833068848,61.3150138855,33.3269271851,0.0,0.0,0.0,53.0451431274,72.0996780396,0.0,0.168730959296,599.162902832,115.920288086,0.795974195004,32.9617080688,48.7498779297,0.0,2885.61376953,236.430526733,0.0,759.257202148,109.580413818
14231,93,81.0787658691,0.0,241.804595947,58.9207496643,0.0,107.777511597,E9-Site_2,274.5,135.5,205.749542236,1160.89648438,574.403564453,147.497070312,1347.01171875,432.640930176,5316.79736328,299.762451172,46.4635162354,184.414428711,81.6188354492,31.7872505188,0.0,0.0,0.0,5.50029611588,40.2214355469,0.0,0.0,496.861328125,83.9789581299,0.0,64.1853103638,34.480255127,0.0,2722.64306641,202.060852051,0.0,919.692871094,44.3508872986
14232,94,67.0369415283,0.0,345.200012207,118.53011322,0.0,126.220901489,E9-Site_2,273.8,351.5,311.730804443,1161.30786133,1246.22424316,312.841491699,1657.84521484,958.175720215,13421.7460938,749.528991699,53.8793487549,112.655212402,78.1798782349,36.2383384705,0.0,0.0,0.0,42.9568328857,209.70703125,0.0,0.0,913.829467773,127.324813843,0.0,47.2951469421,50.8937568665,0.0,3307.67114258,0.0,0.0,868.715026855,52.4780044556
14233,95,79.8025970459,0.0,264.079101562,70.0428237915,0.0,121.969291687,E9-Site_2,278.2,152.4,142.775054932,1047.22314453,456.492919922,110.124259949,1226.63977051,296.298339844,4584.66015625,170.940429688,25.4101982117,445.867767334,84.2993392944,34.4177970886,0.0,0.0,0.0,96.4221801758,0.0,0.0,0.0,586.060852051,55.905582428,0.0,34.9317398071,37.8885383606,0.0,3230.92114258,172.963867188,0.0,777.200683594,41.9881210327
14234,96,97.3398513794,0.0,314.609649658,114.582191467,0.0,137.832229614,E9-Site_2,280.365384615,200.057692308,62.0503082275,1504.62072754,598.784057617,82.6571578979,1696.66052246,318.718566895,175.344604492,120.936965942,28.6648216248,143.803283691,90.0829925537,31.0796813965,62.2469024658,0.0,0.0,63.4671401978,0.0,0.0,0.0,363.344085693,93.7223052979,0.0,32.3753662109,46.7846412659,0.0,4042.81884766,331.456939697,0.0,787.095336914,61.5031661987
14235,97,128.906585693,0.0,385.831756592,98.8108673096,0.0,159.684036255,E9-Site_2,280.866666667,173.266666667,1243.28479004,2550.55004883,2750.99975586,432.167114258,1589.85009766,871.675231934,30280.09375,1917.76818848,122.897880554,1763.71374512,126.496772766,31.6684703827,0.0,0.0,0.0,0.0,90.4574966431,0.0,0.0,1139.73364258,68.4613723755,0.0,76.9406204224,63.9287643433,0.0,4725.95019531,163.473464966,0.0,588.011962891,111.877243042
14236,98,70.2851486206,0.0,264.055419922,84.7934417725,0.0,127.745429993,E9-Site_2,284.55,324.6,50.9819717407,1045.55151367,444.95904541,158.714889526,1470.34130859,330.428070068,2107.91455078,95.7976760864,16.4157333374,128.995040894,79.581741333,24.6356143951,0.0,0.0,0.0,73.5568084717,12.1237697601,0.0,0.0,669.184204102,61.4324607849,0.0,47.7676963806,44.081489563,0.0,3801.77294922,381.920562744,0.0,925.015197754,89.5390014648
14237,99,77.3065109253,0.0,267.73425293,45.3559989929,0.0,73.048500061,E9-Site_2,285.125,142.125,137.598983765,1040.00732422,421.900878906,35.2452507019,857.261352539,132.291763306,4998.390625,174.814880371,20.2677307129,67.9670257568,32.2135848999,8.43992042542,0.0,0.0,0.0,30.19597435,0.0,0.0,0.0,643.681762695,77.6094970703,0.0,22.4953975677,36.802570343,0.0,3379.69775391,306.51184082,0.0,366.341278076,62.8658027649
14238,100,64.11693573,0.0,306.083862305,50.613494873,0.0,116.21509552,E9-Site_2,285.454545455,235.818181818,243.542541504,1222.56274414,587.697753906,82.8297576904,913.219238281,264.403015137,8794.7734375,477.253051758,31.048406601,121.219802856,41.3550872803,18.182094574,0.0,0.0,0.0,40.8392486572,0.0,0.0,0.0,676.76184082,116.943405151,0.0,35.8252563477,34.6616401672,0.0,3713.50585938,329.97958374,0.0,598.324707031,74.1697540283
14239,101,82.44190979,0.0,274.767059326,62.3745231628,0.0,124.556465149,E9-Site_2,284.444444444,46.8888888889,112.48223877,1083.46411133,597.129760742,87.1132354736,1199.96362305,262.187347412,2683.16601562,139.624282837,37.8210067749,149.131607056,69.1859817505,32.5944709778,0.0,0.0,0.0,110.900527954,0.0,0.0,0.0,450.028594971,51.0884666443,0.0,37.645111084,51.8444786072,0.0,2664.38916016,60.3345870972,0.0,682.335327148,108.146728516
14240,102,130.80368042,0.0,384.348236084,43.2603034973,0.0,62.8987579346,E9-Site_2,292.795918367,94.1632653061,566.438476562,2415.42382812,1684.01794434,77.2028274536,1356.64306641,149.12979126,3481.06054688,596.344787598,109.650718689,145.141738892,66.9022750854,7.80880737305,0.0,70.2195053101,0.0,0.650918543339,0.0,0.0,0.0,663.711303711,136.249465942,0.0,38.3000106812,33.3507652283,0.0,3154.05810547,390.168579102,0.0,310.966888428,43.8334236145
14241,103,6.79340362549,0.0,234.140960693,76.950553894,0.0,115.909362793,E9-Site_2,300.45,37.7,932.224243164,1467.47692871,1219.17163086,450.952087402,1206.8638916,786.450195312,27238.6289062,2429.70166016,47.193561554,204.411712646,76.1690216064,23.4385299683,0.0,0.0,1.60566437244,49.8670501709,244.711975098,0.0,0.0,467.033447266,105.572860718,0.0,28.194480896,48.6582565308,0.0,2390.50805664,202.405212402,0.0,837.48638916,88.8141326904
14243,105,5.64622688293,0.0,149.882873535,88.0345153809,0.0,134.997558594,E9-Site_2,312.625,394.75,63.7818069458,609.86895752,425.018951416,502.607330322,1638.80041504,674.359985352,3778.07885742,179.32220459,15.5664720535,17585.9589844,231.578964233,27.8135223389,0.0,0.0,0.0,0.0,0.0,5.25944948196,1.10667169094,285.235321045,82.8955535889,0.0,262.375244141,101.0103302,0.0,1255.38330078,258.396087646,0.0,1155.90478516,250.217193604
14244,106,103.015419006,0.0,469.506652832,30.6105747223,0.0,81.6918563843,E9-Site_2,309.7,149.15,266.710845947,2814.44335938,1440.05761719,84.3628997803,591.67388916,251.669937134,4349.17480469,885.545532227,107.775115967,142.50793457,46.6318435669,10.3947353363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,919.963867188,62.8416748047,0.0,56.4221191406,42.3489837646,0.0,4018.28466797,309.570220947,0.0,404.277832031,62.8330001831
14245,107,41.6067962646,0.0,214.008605957,56.1834449768,0.0,113.909873962,E9-Site_2,312.057142857,215.685714286,188.592346191,1077.87817383,377.23147583,171.824661255,1150.7598877,366.618591309,8476.57226562,360.799346924,21.9486274719,179.367858887,66.0264129639,22.9852409363,0.0,0.0,0.0,30.5123596191,38.1543312073,0.0,0.0,907.420654297,82.9352264404,0.0,35.8854179382,33.4025878906,0.0,3646.6171875,143.829772949,0.0,658.902526855,29.6232395172
14246,108,71.0557250977,0.0,263.16809082,70.2734527588,0.0,125.845031738,E9-Site_2,317.666666667,230.047619048,275.228271484,1334.6529541,561.901000977,190.439697266,1372.33288574,424.26550293,10629.0078125,513.848571777,55.6121749878,210.65246582,83.2821655273,27.5018424988,0.0,0.0,0.0,22.1249809265,39.0878143311,0.0,0.0,711.667907715,113.184967041,0.0,60.8347625732,35.0311927795,0.0,3156.08691406,267.635925293,0.0,702.27722168,59.8117408752
14247,109,122.450386047,0.0,312.71887207,53.1392250061,0.0,79.8956985474,E9-Site_2,321.225,178.85,267.194366455,1598.11914062,743.494384766,53.0068855286,1097.68652344,153.129623413,7299.99023438,556.006408691,50.3073234558,74.6490783691,37.8003578186,7.96830463409,0.0,0.0,0.0,19.1426296234,0.0,0.0,0.0,585.044555664,95.1366119385,4.01040935516,32.6692352295,36.7469024658,0.0,3530.45898438,162.01385498,0.0,329.792694092,40.6259307861
14248,110,98.3406066895,0.0,301.718017578,96.5179138184,0.0,133.515106201,E9-Site_2,318.5,328.333333333,137.103088379,1524.03955078,505.969451904,183.486724854,1815.23681641,325.727355957,4516.54296875,181.110321045,26.9565391541,152.041122437,97.1591186523,20.0765094757,0.0,0.0,4.09673929214,68.8775939941,39.1743774414,0.0,0.0,535.83782959,152.256072998,0.0,47.7004013062,36.5268554688,0.0,2687.19921875,285.497772217,0.0,1151.16601562,33.5712432861
14249,111,55.1783065796,0.0,276.687927246,105.707588196,0.0,155.237350464,E9-Site_2,320.607142857,198.785714286,272.462493896,1554.98413086,493.057739258,199.83039856,1485.80151367,554.580932617,11452.0429688,636.123413086,24.6915607452,233.008361816,95.7660064697,61.3129501343,0.0,0.0,0.0,109.599517822,35.1476516724,0.0,0.0,547.62286377,138.640563965,0.0,56.0443267822,69.8350753784,0.0,2929.33129883,184.252410889,0.0,1021.24237061,37.4284362793
14250,112,94.4149093628,0.0,288.712585449,57.6670951843,0.0,84.4578399658,E9-Site_2,326.818181818,316.909090909,132.86227417,1324.41699219,550.487792969,43.4765930176,1155.56958008,129.015975952,4330.6484375,183.830123901,45.3400650024,64.3799438477,43.1525878906,11.130355835,0.0,0.0,0.0,35.0803070068,0.0,0.0,0.0,648.75769043,64.732635498,0.0,36.2480659485,42.0926742554,0.0,2859.65429688,177.908203125,0.0,460.883636475,39.3191452026
14251,113,53.3430747986,0.0,283.975006104,105.622283936,0.0,126.616996765,E9-Site_2,328.130434783,192.695652174,177.159454346,1145.75878906,422.773010254,120.60168457,1179.21008301,382.288330078,7303.67041016,436.248413086,16.0378417969,188.75289917,72.6843795776,39.493106842,0.0,0.0,0.0,59.518196106,9.83195972443,0.0,0.0,777.090820312,83.3467483521,0.0,28.8093509674,62.4692687988,0.0,3915.98608398,185.034362793,0.0,612.807495117,104.879211426
14252,114,19.9004383087,0.0,284.61126709,42.6329040527,0.0,97.7810668945,E9-Site_2,329.263157895,145.736842105,432.104064941,1151.42358398,735.405517578,118.804267883,958.056640625,474.209747314,20657.7910156,1077.84008789,29.8613777161,167.78125,47.9213867188,17.053478241,0.0,0.0,0.0,29.5818786621,12.6443710327,0.0,0.0,1002.93707275,34.2894287109,0.0,38.7528610229,42.0974006653,0.0,3784.42578125,346.109649658,0.0,512.778015137,89.8642578125
14253,115,119.725143433,0.0,304.633178711,48.5324783325,0.0,139.619995117,E9-Site_2,333.5,180.833333333,87.1363601685,1657.78234863,791.387817383,74.4906463623,1850.55664062,316.300567627,2825.6003418,209.308731079,56.188835144,156.603881836,85.9939117432,27.0332870483,0.0,0.0,0.0,11.1432380676,0.0,0.0,0.0,662.321655273,134.448181152,0.0,42.502243042,72.4550323486,0.0,3595.90356445,232.642623901,0.0,711.934631348,113.80065155
14254,116,39.5726165771,0.0,272.776489258,62.9530448914,0.0,114.541854858,E9-Site_2,336.24137931,225.275862069,248.278717041,1213.66162109,457.449035645,133.452331543,1368.81494141,298.646759033,9298.65722656,422.214172363,20.2557926178,130.473327637,61.9555015564,21.1066589355,0.0,0.0,0.0,125.197029114,22.9220638275,0.0,0.0,752.523742676,130.024719238,0.0,41.0032730103,41.9859085083,0.0,3240.91259766,382.931884766,0.0,756.409790039,78.5667877197
14255,117,52.1396408081,0.0,298.668029785,99.1137084961,0.0,164.062591553,E9-Site_2,335.875,211.0,308.692810059,1749.61901855,549.738525391,261.363433838,1802.22021484,586.088928223,13789.3535156,547.648742676,25.3943977356,481.976135254,110.870956421,62.2100448608,0.0,0.0,0.0,0.0,36.8604698181,0.0,0.0,577.776428223,121.589279175,0.0,64.4015960693,80.3738327026,0.0,3235.10253906,308.061096191,0.0,1140.02270508,130.626052856
14256,118,149.840286255,0.0,326.709228516,66.6306762695,0.0,103.290565491,E9-Site_2,339.666666667,66.6222222222,217.180084229,1652.32910156,763.225585938,79.4847717285,951.750305176,299.000244141,6259.51953125,515.633361816,32.9615325928,114.801971436,50.1280822754,12.0849475861,0.0,0.0,0.0,45.4292984009,0.0,0.0,0.0,704.246276855,92.6376419067,0.0,34.9063453674,36.9412498474,0.0,3917.15185547,352.465759277,0.0,591.66796875,88.3429489136
14258,120,0.0,0.0,237.271942139,56.368270874,0.0,115.368667603,E9-Site_2,339.741935484,117.451612903,472.581787109,1078.82727051,499.703674316,195.382476807,1070.25390625,421.534088135,22107.6210938,1509.84729004,18.2338829041,196.905212402,62.3138084412,15.413028717,0.0,0.0,2.17531037331,52.3863220215,86.3339691162,0.0,0.0,915.916503906,122.490432739,0.0,51.2022666931,37.8806152344,0.0,3431.63769531,388.985076904,0.0,755.84387207,69.068107605
14260,123,0.0,0.0,322.116424561,83.8098297119,0.0,182.362136841,E9-Site_2,350.612903226,159.967741935,668.380737305,1574.62280273,703.116088867,382.054534912,2100.67480469,844.625366211,37118.6875,2089.33422852,22.018989563,314.732910156,116.994308472,38.3182373047,0.0,0.0,0.0,82.6303253174,142.521331787,0.0,0.0,704.285522461,124.211257935,0.0,51.5000457764,72.4071350098,0.0,3406.52905273,257.52456665,0.0,1212.74804688,129.255310059
14261,1,52.7269439697,0.0,139.964233398,57.8358573914,0.0,102.541481018,E9-Site_3,1.57142857143,301.761904762,102.511604309,968.25402832,505.293548584,76.5412445068,1025.23828125,369.20135498,6973.49365234,278.20401001,23.402885437,129.65246582,40.878578186,25.0460033417,0.0,0.0,0.0,50.8438301086,0.0,0.0,0.582875132561,457.038116455,87.465713501,0.0,41.488494873,37.5955810547,0.0,2394.08178711,83.0504837036,0.0,616.194091797,75.8749389648
14263,3,62.2162475586,0.0,259.1590271,73.1654052734,0.0,93.7328872681,E9-Site_3,9.16129032258,202.725806452,218.761520386,1101.71569824,681.274902344,133.198944092,1050.36218262,378.86605835,10420.1484375,449.242980957,27.1569633484,246.259429932,57.106967926,14.1096744537,0.0,0.0,9.51170349121,27.449552536,16.9805431366,5.13937044144,0.0,772.320678711,125.991790771,0.0,69.2722244263,36.1254920959,0.0,3107.1027832,329.556213379,0.0,885.861022949,56.7498435974
14264,4,60.9955291748,0.0,182.544128418,37.3119926453,0.0,60.6361579895,E9-Site_3,9.64705882353,33.9705882353,85.861907959,934.67590332,489.526855469,51.3274612427,785.346008301,154.794204712,2844.43896484,126.715942383,18.9443817139,75.5797271729,30.080247879,7.65618801117,0.0,0.0,0.0,37.7032814026,0.0,0.0,0.0,388.701049805,87.4685516357,0.0,30.8592014313,29.6002159119,0.0,1970.06640625,223.79776001,0.0,304.25402832,58.6540336609
