,labels,A680_N0,A680_N1,A680_N2,A680_C0,A680_C1,A680_C2,sites,y,x,A594_N0,A594_N1,A594_N2,A594_C0,A594_C1,A594_C2,A532_N0,A532_N1,A532_N2,A532_C0,A532_C1,A532_C2,A488_N0,A488_N1,A488_N2,A488_C0,A488_C1,A488_C2,A430_N0,A430_N1,A430_N2,A430_C0,A430_C1,A430_C2,A405_N0,A405_N1,A405_N2,A405_C0,A405_C1,A405_C2
14408,14,66.6800308228,0.0,304.933074951,67.7485046387,0.0,91.8759460449,E9-Site_4,38.1818181818,288.0,237.05708313,1748.96105957,529.047912598,192.414459229,1479.68286133,456.299468994,11187.390625,232.427993774,49.3163528442,290.413360596,68.5367584229,18.1475734711,0.0,0.0,0.0,13.5844116211,53.9200744629,0.0,0.0,518.735595703,174.937988281,0.0,72.5203704834,58.8105049133,0.0,3037.55004883,248.187454224,0.0,1043.18225098,112.919960022
14409,15,0.0,0.0,238.252975464,70.9891738892,0.0,98.1776123047,E9-Site_4,38.8461538462,64.3846153846,366.532440186,1121.97607422,531.884033203,84.8467636108,1997.28186035,280.715301514,37470.171875,334.466400146,30.9238128662,238.911193848,72.8903503418,20.2312660217,0.0,0.0,1.84215772152,13.3210716248,0.0,0.0,0.0,904.322692871,109.298309326,0.0,63.8933753967,41.5575408936,0.0,3651.46630859,162.806167603,0.0,1302.98999023,51.2918624878
14411,17,33.0575408936,0.0,246.539489746,50.010761261,0.0,78.0534515381,E9-Site_4,43.0555555556,215.166666667,232.052307129,1102.58544922,548.531433105,120.850891113,915.616088867,283.919128418,10163.5898438,205.891571045,25.1958351135,121.380241394,43.3078460693,19.0539512634,0.0,0.0,0.0,70.526260376,12.4361276627,0.0,0.0,826.764099121,50.9832420349,0.0,36.4297790527,31.2941932678,0.0,3053.06591797,265.098510742,0.0,616.215576172,45.7837295532
14412,18,46.1841812134,0.0,229.812652588,71.785949707,0.0,121.142677307,E9-Site_4,48.8,49.8,364.404083252,1138.25512695,843.337402344,312.713195801,1387.15820312,786.524963379,20391.7558594,435.88067627,32.6289749146,226.241577148,71.2333297729,21.6867752075,0.0,0.0,0.0,108.756950378,127.857116699,0.0,0.0,792.492492676,49.5346412659,0.0,50.5673370361,63.4843330383,0.0,3466.10131836,147.142669678,0.0,893.83026123,84.001701355
14413,19,21.1560935974,0.0,138.279525757,34.3665771484,0.0,46.4989318848,E9-Site_4,49.2727272727,390.363636364,161.989425659,721.518432617,380.222045898,129.447875977,899.54888916,282.614074707,11804.6835938,316.443695068,36.7130050659,178.570648193,58.1311378479,25.4014129639,0.0,0.0,0.0,0.0,5.8454914093,0.0,0.0,356.811553955,35.2461967468,0.0,42.9596252441,41.757019043,0.0,1779.97949219,108.883216858,0.0,592.200256348,48.92786026
14418,24,33.8107299805,0.0,241.363616943,51.8650665283,0.0,116.260192871,E9-Site_4,58.8,50.8,220.166915894,991.737060547,596.494750977,318.318359375,1348.89831543,677.194458008,15134.6240234,301.483306885,5.47922849655,253.68649292,70.7630233765,26.6777191162,0.0,0.0,0.0,88.7968826294,128.777862549,0.0,5.02890825272,952.455322266,169.382965088,0.0,57.9559516907,52.4854850769,0.0,3571.97143555,333.566589355,0.0,1124.60107422,127.174079895
14423,29,84.371887207,0.0,379.85333252,90.196434021,0.0,119.050170898,E9-Site_4,84.5,339.727272727,1299.03955078,2160.06054688,2099.81640625,1467.25952148,2169.48046875,1291.98583984,34940.6796875,590.501342773,56.9785842896,1680.70019531,77.1735458374,35.9233207703,0.0,396.796691895,0.0,0.0,247.863616943,0.0,0.0,1369.78564453,143.41015625,0.0,86.8053588867,58.0584793091,0.0,4468.86376953,458.962158203,0.0,1153.02233887,199.854187012
14424,30,173.053573608,0.0,388.265411377,110.018280029,0.0,90.6562728882,E9-Site_4,89.6060606061,324.242424242,408.183074951,2461.51464844,1326.08850098,23.6930065155,1871.54980469,259.904998779,3013.53564453,222.33895874,49.2085571289,107.67489624,57.4541015625,11.1384296417,0.0,31.8106632233,0.0,7.65990877151,0.0,0.0,0.0,579.279907227,95.0271606445,0.0,102.070632935,48.6662750244,0.0,4022.96386719,409.862976074,0.0,932.142211914,106.573616028
14426,32,63.8320350647,0.0,262.929016113,27.905002594,0.0,63.049621582,E9-Site_4,93.5882352941,277.705882353,49.1090812683,1069.38208008,430.58215332,17.8383140564,706.749816895,150.331817627,2715.52783203,88.302947998,16.0545253754,70.8641204834,22.4708061218,6.58344125748,0.0,0.0,1.52077400684,25.6830310822,0.0,0.0,0.0,935.368164062,1.10322487354,0.0,17.7090377808,21.5552520752,0.0,4662.49902344,353.574462891,0.0,320.72467041,44.1730690002
14427,33,57.3270568848,0.0,206.442687988,53.5526580811,0.0,91.2022399902,E9-Site_4,95.9333333333,111.4,117.403152466,817.017578125,353.981689453,102.699150085,1041.55456543,283.190429688,6152.70068359,91.1056060791,10.7289514542,100.60269928,44.4901733398,13.479924202,0.0,0.0,0.807677268982,38.7187728882,15.8708467484,0.0,0.0,551.500976562,46.5931663513,0.0,33.1067962646,31.8008308411,0.0,2929.12011719,229.071655273,0.0,686.707275391,49.8154640198
14428,34,70.060836792,0.0,315.604309082,82.5926971436,0.0,151.230316162,E9-Site_4,100.0,137.5,277.975952148,1543.45690918,1499.63146973,1057.75439453,2383.01416016,881.466491699,10946.4394531,141.595733643,45.3653945923,9137.1015625,419.68862915,37.5103492737,0.0,0.0,0.0,0.0,622.064575195,0.0,0.0,904.530822754,80.5457611084,0.0,943.886169434,77.2525405884,0.0,3108.80126953,288.092224121,0.0,4061.10473633,196.922424316
14429,35,234.48248291,0.0,373.616882324,78.6943206787,0.0,103.453201294,E9-Site_4,101.2,354.8,1040.27453613,2935.77563477,2521.44091797,185.559127808,874.038208008,550.598266602,9006.8515625,306.460083008,96.7241134644,4689.07373047,55.8433456421,24.8848552704,0.0,479.286804199,0.0,0.0,0.0,3.9295258522,0.0,1481.99694824,71.4060440063,0.0,278.694580078,33.2236175537,0.0,5209.11816406,493.40612793,0.0,733.288452148,103.897346497
14430,36,57.4345626831,0.0,250.311950684,60.014793396,0.0,104.469856262,E9-Site_4,105.366666667,203.1,215.904144287,952.86151123,562.268615723,161.512481689,979.325561523,401.712036133,12431.5351562,253.131256104,27.4601020813,172.753936768,49.1034927368,23.4618053436,0.0,0.0,0.0,63.8229827881,34.0005455017,0.0,0.0,644.939086914,86.596786499,0.0,42.7250061035,39.0711364746,0.0,3229.92724609,247.173538208,0.0,819.193908691,70.149887085
14431,37,0.0,0.0,126.457626343,27.9900169373,0.0,82.0562896729,E9-Site_4,106.772727273,386.590909091,523.475463867,807.642944336,625.446289062,676.958740234,1070.2833252,1065.58227539,36015.546875,576.097351074,23.2991600037,1102.6418457,93.4234771729,38.3364105225,0.0,0.0,0.0,0.0,204.387771606,0.0,0.0,738.051086426,120.90814209,0.0,125.199073792,57.0646095276,0.0,1935.83129883,234.777282715,0.0,849.186157227,88.5553894043
14432,38,22.4402008057,0.0,120.872779846,42.6350402832,0.0,88.9014892578,E9-Site_4,110.785714286,399.642857143,82.8109893799,704.79901123,294.479370117,174.864959717,917.889282227,476.618530273,7518.22460938,185.50881958,13.0951137543,274.903778076,82.9525222778,28.0627403259,0.0,0.0,0.78343051672,9.4654378891,13.9593067169,0.0,1.75022447109,557.381835938,66.0379943848,0.0,73.3219528198,43.1210327148,0.0,1902.96289062,194.740768433,0.0,667.078979492,83.0608901978
14434,40,69.9763031006,0.0,201.769439697,70.3118667603,0.0,114.576156616,E9-Site_4,115.214285714,126.642857143,138.091964722,1121.07202148,533.130737305,169.822265625,1205.64135742,426.924926758,5327.04199219,145.562957764,28.4266815186,121.361816406,69.1111373901,15.3502788544,0.0,0.0,0.0,78.9216156006,40.8073501587,0.0,0.0,514.124145508,90.580291748,0.0,50.5506362915,41.4740142822,0.0,2592.07958984,271.997009277,0.0,873.603881836,95.3243103027
14435,41,67.3949127197,0.0,280.631072998,64.9807510376,0.0,94.8433837891,E9-Site_4,118.0,217.634615385,198.725219727,1394.88928223,660.811523438,136.040328979,1733.30969238,241.560836792,10639.7792969,279.36541748,48.0728759766,205.356002808,68.590713501,15.9150753021,0.0,0.0,0.0,15.2487611771,0.0,0.0,0.0,666.166625977,137.229721069,0.0,49.4088363647,46.900100708,0.0,3240.00073242,311.242553711,0.0,851.824584961,120.298049927
14436,42,102.071098328,0.0,367.803588867,101.324577332,0.0,160.694259644,E9-Site_4,117.677419355,261.129032258,219.506988525,1840.8614502,824.783813477,328.133880615,1619.33374023,723.524841309,6645.67626953,230.578674316,38.168636322,371.455810547,87.2179260254,62.4523963928,0.0,0.0,0.0,41.8807487488,62.6069488525,0.0,0.0,877.265075684,164.439468384,0.0,133.720458984,90.6954116821,0.0,4471.77587891,552.989562988,0.0,1649.90759277,129.561233521
14437,43,59.3041915894,0.0,257.826934814,90.424697876,0.0,147.831298828,E9-Site_4,117.0,7.35714285714,229.580688477,1246.19580078,664.085327148,150.456329346,1602.37683105,431.794311523,11698.7548828,202.566772461,23.1955242157,168.936691284,76.3706817627,32.5636711121,0.0,0.0,5.60684394836,77.6195373535,4.23220539093,0.0,0.0,1373.41381836,57.7685470581,0.0,58.9729270935,54.5698928833,0.0,4590.328125,410.16583252,0.0,1165.48217773,84.0710144043
14440,46,37.0628395081,0.0,319.293701172,73.3936157227,0.0,113.360244751,E9-Site_4,125.285714286,318.785714286,373.608215332,1105.71325684,610.723266602,313.092987061,1464.20751953,716.658752441,23062.859375,304.238708496,20.9349822998,333.782287598,78.1053619385,30.0618648529,0.0,0.0,0.0,18.0168628693,137.461456299,0.0,0.0,1022.74682617,241.557983398,0.0,67.370300293,67.7956619263,0.0,4735.87402344,668.840332031,0.0,1084.58288574,131.302947998
14441,47,44.5000991821,0.0,250.408203125,57.5191612244,0.0,101.439613342,E9-Site_4,133.5,214.0,293.360290527,1352.61352539,725.488586426,240.140975952,1242.3885498,519.634521484,13946.1611328,307.701416016,44.0471763611,180.19418335,67.6909408569,28.9513034821,0.0,0.0,0.0,33.8067321777,85.0173034668,0.0,0.0,588.813049316,213.505981445,0.0,53.9502906799,40.0444297791,0.0,3162.41601562,388.022155762,0.0,865.210266113,101.535354614
14443,49,26.4283752441,0.0,246.892120361,68.2526092529,0.0,100.719535828,E9-Site_4,137.444444444,196.166666667,278.103668213,1383.56933594,723.211364746,258.013427734,1366.87268066,483.752929688,12286.9160156,290.627563477,25.9784469604,142.443572998,70.4031295776,22.6565475464,0.0,0.0,0.0,72.6382446289,82.1349945068,0.0,0.0,651.242370605,81.9210510254,0.0,59.5365104675,43.7096481323,0.0,3497.21582031,262.568878174,0.0,1195.34082031,93.0420227051
14444,50,52.1141548157,0.0,247.884338379,50.848487854,0.0,72.7110900879,E9-Site_4,137.80952381,148.857142857,37.6458702087,1008.95758057,373.668579102,33.469833374,1113.70166016,178.919250488,1443.4564209,73.1637268066,20.8864440918,75.4352722168,41.8685798645,7.77631044388,0.0,0.0,0.0,25.7566394806,0.0,0.0,0.0,492.277496338,130.47052002,0.0,29.94556427,21.9699897766,0.0,3574.94165039,342.084594727,0.0,487.511199951,43.438117981
14445,51,39.8277053833,0.0,317.332641602,83.8754730225,0.0,150.783782959,E9-Site_4,137.818181818,315.454545455,450.360076904,1499.41455078,723.353637695,460.896179199,1843.21984863,716.732910156,29980.6484375,405.653839111,52.2222290039,223.181549072,75.2786102295,25.3419952393,0.0,0.0,0.0,91.7180404663,142.65687561,0.0,0.0,988.369384766,132.818634033,0.0,62.4026184082,80.5571365356,0.0,4603.10595703,498.102233887,0.0,1451.69165039,159.004699707
14446,52,375.651885986,0.0,591.734985352,16.0903530121,3.35666847229,28.6972618103,E9-Site_4,144.392857143,278.607142857,228.805023193,3241.13671875,1280.71118164,18.5795021057,39.7412872314,86.4492797852,3191.50146484,236.65222168,58.3198928833,50.2554168701,11.6760501862,0.0,0.0,0.0,0.0,0.28260153532,0.0,0.0,0.0,812.063110352,147.021911621,0.0,44.3585586548,23.0217628479,0.0,5744.87792969,605.271850586,0.0,35.8477058411,39.788608551
14447,53,35.4934196472,0.0,252.901412964,69.1502685547,0.0,97.5720977783,E9-Site_4,149.785714286,343.0,237.449890137,1474.41870117,615.091796875,272.504974365,1352.6081543,476.457519531,11964.7480469,262.170715332,8.20342540741,133.801879883,56.3081130981,17.8888568878,0.0,0.0,0.0,53.6611862183,123.421966553,0.0,0.0,836.420410156,165.474227905,0.0,47.9540214539,31.9835891724,0.0,3474.65576172,318.926879883,0.0,818.825317383,91.7605285645
14448,54,11.5743818283,0.0,218.542251587,58.2599983215,0.0,97.2922973633,E9-Site_4,159.80952381,53.2380952381,332.072357178,1240.42297363,563.147338867,396.664611816,1221.37329102,750.27746582,21827.8867188,264.559448242,16.4431800842,166.676422119,53.1854782104,27.5978603363,0.0,0.0,1.6597905159,62.9433403015,216.194824219,0.0,0.0,935.508300781,41.7953681946,0.0,58.1847267151,45.5799446106,0.0,3359.71313477,255.247070312,0.0,955.952453613,83.6857833862
14449,55,89.7618484497,0.0,308.633666992,90.7744522095,0.0,122.393836975,E9-Site_4,160.56,337.32,173.803543091,1450.57055664,544.820800781,241.640792847,1445.29101562,527.827392578,8649.3046875,211.115402222,16.0887107849,172.016464233,75.1824951172,22.1927051544,0.0,0.0,0.0,65.8310317993,77.2534561157,0.0,0.0,820.472290039,98.3514785767,0.0,44.7481994629,52.4936981201,0.0,3789.70263672,398.597961426,0.0,898.031677246,116.365531921
14450,56,9.98410511017,0.0,243.208068848,57.4318656921,0.0,102.406890869,E9-Site_4,166.0,38.5,492.898742676,1088.6640625,910.181884766,371.333343506,1206.80273438,676.587890625,22164.609375,283.506103516,57.7693061829,193.643585205,61.8989944458,23.6905517578,0.0,0.0,0.0,49.0272598267,185.770431519,0.0,0.0,900.115844727,62.5473098755,0.0,49.8123626709,37.527015686,0.0,3105.90551758,134.809844971,0.0,830.91784668,65.5144958496
14451,57,69.2175369263,0.0,249.650909424,94.8517227173,0.0,142.285430908,E9-Site_4,166.0,150.625,132.113830566,953.440979004,539.89453125,147.668716431,1664.52490234,473.057312012,4073.93481445,120.249198914,30.976436615,153.046569824,76.7939453125,28.9545345306,0.0,0.0,0.0,78.7553100586,14.3257064819,0.0,0.0,451.072998047,70.9732208252,0.0,53.8600616455,50.3421363831,0.0,2993.0612793,257.423217773,0.0,896.438598633,73.6860733032
14452,58,61.1384811401,0.0,272.512939453,58.2522888184,0.0,94.4217147827,E9-Site_4,167.714285714,21.7142857143,184.417755127,1209.98156738,628.455200195,102.585891724,927.959838867,282.709197998,8113.70361328,196.718322754,18.9302463531,96.5981674194,43.7655944824,18.3451766968,0.0,0.0,0.0,74.5791549683,6.57279157639,0.0,0.0,657.59185791,98.6333770752,0.0,47.428024292,48.0391654968,0.0,3018.84716797,281.427062988,0.0,937.937988281,70.7130050659
14453,59,0.0,0.0,298.4949646,68.5178222656,0.0,117.468917847,E9-Site_4,177.0,182.176470588,648.459228516,1264.39111328,938.057006836,589.31463623,1500.69213867,756.665771484,41165.1679688,424.000488281,54.8187904358,251.670516968,80.8701858521,25.0083847046,0.0,0.0,0.0,85.9031143188,266.41418457,0.0,0.0,805.41015625,129.065628052,0.0,30.4277076721,49.7043991089,0.0,3736.72827148,413.502624512,0.0,1185.55505371,94.1853637695
14454,60,2.03573894501,0.0,265.086730957,76.7766265869,0.0,141.212127686,E9-Site_4,180.318181818,276.681818182,678.614990234,1192.68066406,1031.10827637,111.511451721,1511.16821289,360.570861816,29282.53125,277.614379883,39.587223053,147.617126465,70.6542205811,29.4142150879,0.0,52.1521911621,0.0,135.730407715,2.41219544411,0.0,0.0,1084.26745605,103.458999634,0.0,63.8323516846,54.3665313721,0.0,4127.81347656,511.03036499,0.0,1074.78552246,54.7505531311
14455,61,76.5012054443,0.0,263.269134521,72.5617980957,0.0,110.338401794,E9-Site_4,181.702702703,63.7297297297,140.162612915,1488.17224121,492.645965576,505.944671631,1447.47473145,921.703063965,7894.49902344,211.296844482,26.3523864746,267.673980713,73.7023925781,31.1941337585,0.0,0.0,0.0,60.0590553284,251.900268555,0.0,0.0,524.801269531,54.7354469299,0.0,37.7970504761,47.3636627197,0.0,2956.47509766,194.013549805,0.0,984.532226562,132.071960449
14456,62,48.4972343445,0.0,260.684112549,68.0595550537,0.0,144.568374634,E9-Site_4,182.136363636,89.9545454545,398.098205566,972.748413086,677.112731934,293.139770508,1496.36157227,708.065734863,16158.9355469,260.278686523,27.933883667,152.702560425,78.536239624,26.9290027618,0.0,0.0,0.0,81.1228256226,170.107437134,0.0,0.0,712.313171387,119.981628418,0.0,67.7113265991,56.6064796448,0.0,3279.46337891,299.801422119,0.0,1447.38989258,101.020889282
14457,63,62.7525978088,0.0,241.27381897,59.8775939941,0.0,114.845077515,E9-Site_4,191.4,254.942857143,130.649017334,1184.99072266,588.554931641,290.514709473,1390.21533203,653.577026367,2659.31640625,116.254440308,25.7273597717,140.314300537,70.5940704346,21.940662384,0.0,0.0,0.0,82.5412521362,180.763092041,0.0,0.0,618.174316406,86.3315200806,0.0,47.041595459,35.8092575073,0.0,3684.55444336,384.384185791,0.0,956.594970703,121.59286499
14458,64,49.6081924438,0.0,263.064239502,66.8193893433,0.0,116.806632996,E9-Site_4,189.0,45.7,169.133743286,1806.12255859,514.115356445,158.517807007,1636.09765625,350.020507812,10249.6132812,241.268218994,22.0600185394,282.039855957,82.6876296997,22.5394744873,0.0,0.0,0.0,68.7958831787,38.910533905,0.0,0.0,714.91583252,88.7681503296,0.0,62.7090263367,32.9039878845,0.0,3303.93237305,135.724975586,0.0,914.377868652,22.629825592
14459,65,0.0,0.0,185.165405273,63.1749954224,0.0,115.554443359,E9-Site_4,186.8,160.4,664.569885254,1275.87390137,665.635620117,336.233337402,1223.8762207,642.516235352,43666.8125,338.765441895,45.9089202881,185.759414673,70.9219894409,34.1820831299,0.0,0.0,0.0,69.1689605713,157.161621094,0.0,0.0,601.289978027,26.9614601135,0.0,59.947265625,53.9094543457,0.0,2796.15795898,302.339233398,0.0,1138.72021484,128.433929443
14463,69,54.9013938904,0.0,223.674133301,73.9584350586,0.0,109.722885132,E9-Site_4,193.352941176,25.4117647059,168.980041504,1103.07312012,514.964050293,165.591781616,1196.55566406,444.582580566,6084.25976562,214.937026978,31.902715683,176.593444824,66.7206420898,27.4509849548,0.0,0.0,1.30008125305,23.1090755463,12.5178756714,0.0,0.0,821.595214844,97.8631668091,0.0,57.9665145874,30.5980987549,0.0,3310.15991211,139.653503418,0.0,706.066894531,32.0752906799
14465,71,139.865570068,0.0,353.88949585,136.814666748,0.0,175.154327393,E9-Site_4,199.8,345.085714286,162.177383423,2104.86523438,1008.69799805,176.715042114,2102.91894531,383.617095947,4133.81445312,220.331451416,62.8016624451,96.1298751831,80.5606918335,22.0090751648,0.0,0.0,0.0,134.731384277,0.0353335253894,0.0,0.0,540.643127441,93.9020233154,0.0,86.500038147,60.8851356506,0.0,3546.65942383,357.404205322,0.0,1431.03063965,150.625030518
14466,72,64.0010147095,0.0,193.74055481,60.4581565857,0.0,103.777557373,E9-Site_4,199.68,32.8,156.502639771,1369.78833008,397.597198486,254.351409912,1149.51452637,647.243041992,6259.01464844,167.918609619,14.4272298813,184.746246338,65.6350708008,31.2684650421,0.0,0.0,0.0,31.4904155731,87.0165481567,0.0,0.0,696.762451172,51.1977081299,0.0,45.3339653015,43.7590751648,0.0,2822.53222656,110.903778076,0.0,656.321655273,33.5615081787
14468,74,42.5630569458,0.0,291.243347168,66.2963256836,0.0,141.468185425,E9-Site_4,210.746031746,6.85714285714,187.35206604,1073.96569824,730.567810059,149.875717163,1382.82897949,503.242126465,4727.89453125,189.285995483,27.3048191071,204.075637817,62.0260696411,29.148859024,0.0,0.0,0.0,10.9203634262,6.97601079941,0.0,0.0,466.828887939,118.926986694,0.0,96.1552963257,57.2706336975,0.0,3035.43383789,214.08039856,0.0,1072.98962402,71.4438476562
